zip_code,crime_type,family_violence,occ_date,time_occ,latitude,longitude
78752,CRIMINAL MISCHIEF BY ARSON,2,2,2,2,2
78752,CRIMINAL MISCHIEF-NO SUSPECT,27,27,27,27,27
78752,CRIMINAL TRESPASS,196,196,196,196,196
78752,CRIMINAL TRESPASS/HOTEL,21,21,21,21,21
78752,CRIMINAL TRESPASS/IN VEHICLE,6,6,6,6,6
78752,CRIMINAL TRESPASS/TRANSIENT,32,32,32,32,32
78752,CRUELTY TO ANIMALS,19,19,19,19,19
78752,CUSTODY ARREST TRAFFIC WARR,7,7,7,7,7
78752,DAMAGE CITY PROP,9,9,9,9,9
78752,DAMAGE CITY VEHICLE,3,3,3,3,3
78752,DATING DISTURBANCE,36,36,36,36,36
78752,DEADLY CONDUCT,26,26,26,26,26
78752,DEADLY CONDUCT FAM/DATE VIOL,1,1,1,1,1
78752,DEBIT CARD ABUSE,47,47,47,47,47
78752,DEL CONTROLLED SUB/NARCOTIC,3,3,3,3,3
78752,DEL OF ALCOHOL TO MINOR,1,1,1,1,1
78752,DISTURBANCE - OTHER,124,124,124,124,124
78752,DOC ABUSE OR THREAT,1,1,1,1,1
78752,DOC DISCHARGE GUN - PUB PLACE,26,26,26,26,26
78752,DOC DISCHARGE GUN - PUB ROAD,1,1,1,1,1
78752,DOC DISPLAY GUN/DEADLY PUB PLC,11,11,11,11,11
78752,DOC EXPOSURE,11,11,11,11,11
78752,DOC FIGHTING,4,4,4,4,4
78752,DOC OFFENSIVE GESTURE,1,1,1,1,1
78752,DOC UNREASONABLE NOISE,1,1,1,1,1
78752,DOC WINDOW PEEPING-RESIDENCE,3,3,3,3,3
78752,DRIVING WHILE INTOX / FELONY,19,19,19,19,19
78752,DUI - AGE 17 TO 20,2,2,2,2,2
78752,DWI,170,170,170,170,170
78752,DWI  .15 BAC OR ABOVE,33,33,33,33,33
78752,DWI - CHILD PASSENGER,2,2,2,2,2
78752,DWI - DRUG RECOGNITION EXPERT,6,6,6,6,6
78752,DWI 2ND,33,33,33,33,33
78752,ESCAPE FROM CUSTODY,1,1,1,1,1
78752,EVADING / FOOT,14,14,14,14,14
78752,EVADING / VEHICLE PURSUIT,14,14,14,14,14
78752,EVADING VEHICLE,21,21,21,21,21
78752,EXPLOSIVE ORDNANCE DISPOSAL,2,2,2,2,2
78752,FAILURE TO IDENTIFY,7,7,7,7,7
78752,FALSE ALARM OR REPORT,4,4,4,4,4
78752,FALSE REPORT TO PEACE OFFICER,1,1,1,1,1
78752,FALSE STATEMENT -OBTAIN CREDIT,1,1,1,1,1
78752,FAMILY DISTURBANCE,723,723,723,723,723
78752,FAMILY DISTURBANCE/PARENTAL,40,40,40,40,40
78752,FELONY ENHANCEMENT/ASSLT W/INJ,25,25,25,25,25
78752,FORGERY - OTHER,1,1,1,1,1
78752,FORGERY AND PASSING,29,29,29,29,29
78752,FORGERY BY ALTERATION,1,1,1,1,1
78752,FORGERY BY MAKING,2,2,2,2,2
78752,FRAUD - OTHER,59,59,59,59,59
78752,GRAFFITI,12,12,12,12,12
78752,HARASSMENT,160,160,160,160,160
78752,HARASSMENT OF A PUBLIC SERVANT,2,2,2,2,2
78752,HARBORING RUNAWAY CHILD,1,1,1,1,1
78752,IDENTITY THEFT,83,83,83,83,83
78752,INDECENT ASSAULT,4,4,4,4,4
78752,INDECENT EXPOSURE,9,9,9,9,9
78752,INHALANT ABUSE,1,1,1,1,1
78752,INJ TO DISABLED  FAM/DATE VIOL,1,1,1,1,1
78752,INJ TO ELDERLY   FAM/DATE VIOL,2,2,2,2,2
78752,INJURY TO CHILD,10,10,10,10,10
78752,INJURY TO CHILD (CARE/CUSTODY),1,1,1,1,1
78752,INJURY TO ELDERLY PERSON,7,7,7,7,7
78752,INTER EMERG PHONECALL FAM/DATE,2,2,2,2,2
78752,INTERFERENCE PUBLIC DUTIES,5,5,5,5,5
78752,INTERFERING W/EMERG PHONE CALL,3,3,3,3,3
78752,LIQUOR LAW VIOLATION/OTHER,1,1,1,1,1
78752,MAIL THEFT,59,59,59,59,59
78752,MURDER,12,12,12,12,12
78752,ONLINE IMPERSONATION,2,2,2,2,2
78752,ONLINE SOLICITATION OF A MINOR,1,1,1,1,1
78752,PAROLE VIOL,1,1,1,1,1
78752,POSS CONTROLLED SUB/NARCOTIC,99,99,99,99,99
78752,POSS CONTROLLED SUB/OTHER,1,1,1,1,1
78752,POSS CONTROLLED SUB/SYN NARC,4,4,4,4,4
78752,POSS DANG DRUG,3,3,3,3,3
78752,POSS OF DRUG PARAPHERNALIA,57,57,57,57,57
78752,POSS OF FIREARM BY FELON,20,20,20,20,20
78752,POSS OF PROHIBITED WEAPON,1,1,1,1,1
78752,POSS SYNTHETIC MARIJUANA,2,2,2,2,2
78752,POSSESSION OF MARIJUANA,33,33,33,33,33
78752,PROBATION VIOL,1,1,1,1,1
78752,PROMOTION OF PROSTITUTION,1,1,1,1,1
78752,PROSTITUTION,3,3,3,3,3
78752,PROTECTIVE ORDER,9,9,9,9,9
78752,PROWLER,1,1,1,1,1
78752,PUBLIC INTOX-SOBERING CENTER,14,14,14,14,14
78752,PUBLIC INTOXICATION,62,62,62,62,62
78752,PUBLIC LEWDNESS,1,1,1,1,1
78752,RECKLESS DAMAGE,16,16,16,16,16
78752,RENTAL CAR/FAIL TO RETURN,2,2,2,2,2
78752,REPEAT RUNAWAY,2,2,2,2,2
78752,RESISTING ARREST OR SEARCH,10,10,10,10,10
78752,RETALIATION,1,1,1,1,1
78752,ROBBERY BY ASSAULT,43,43,43,43,43
78752,ROBBERY BY THREAT,9,9,9,9,9
78752,RUNAWAY CHILD,70,70,70,70,70
78752,SEXTING/TRANSMIT SEXUAL PHOTOS,3,3,3,3,3
78752,SEXUAL COERCION,1,1,1,1,1
78752,STALKING,6,6,6,6,6
78752,SUSPICIOUS PERSON,54,54,54,54,54
78752,TAMPERING WITH CONSUMER PROD,1,1,1,1,1
78752,TAMPERING WITH EVIDENCE,1,1,1,1,1
78752,TERRORISTIC THREAT,70,70,70,70,70
78752,TERRORISTIC THREAT-FAM/DAT VIO,12,12,12,12,12
78752,TERRORISTIC THREAT-MASS CASLTY,2,2,2,2,2
78752,THEFT,434,434,434,434,434
78752,THEFT BY FALSE PRETEXT/BUNCO,1,1,1,1,1
78752,THEFT BY SHOPLIFTING,90,90,90,90,90
78752,THEFT CATALYTIC CONVERTER,78,78,78,78,78
78752,THEFT FROM AUTO,32,32,32,32,32
78752,THEFT FROM BUILDING,15,15,15,15,15
78752,THEFT FROM PERSON,29,29,29,29,29
78752,THEFT OF AUTO PARTS,7,7,7,7,7
78752,THEFT OF BICYCLE,70,70,70,70,70
78752,THEFT OF HEAVY EQUIPMENT,1,1,1,1,1
78752,THEFT OF LICENSE PLATE,53,53,53,53,53
78752,THEFT OF METAL,3,3,3,3,3
78752,THEFT OF SERVICE,29,29,29,29,29
78752,THEFT OF TRAILER,13,13,13,13,13
78752,THEFT- APPROPRIATE STOLEN PROP,1,1,1,1,1
78752,THEFT-NO SUSPECT/FOLLOWUP,9,9,9,9,9
78752,UNLAWFUL CARRY-LIC HOLDER,1,1,1,1,1
78752,UNLAWFUL CARRYING WEAPON,33,33,33,33,33
78752,UNLAWFUL RESTRAINT,1,1,1,1,1
78752,UNLAWFUL RESTRAINT FAM/DAT VIO,2,2,2,2,2
78752,URINATING IN PUBLIC PLACE,1,1,1,1,1
78752,VIOL CITY ORDINANCE - DOG,1,1,1,1,1
78752,VIOL CITY ORDINANCE - OTHER,5,5,5,5,5
78752,VIOL CITY ORDINANCE - WRECKER,5,5,5,5,5
78752,VIOL CITY ORDINANCE -FIREWORK,1,1,1,1,1
78752,VIOL OF BOND CONDITIONS,5,5,5,5,5
78752,VIOL OF CAMPING ORDINANCE,1,1,1,1,1
78752,VIOL OF EMERG PROTECTIVE ORDER,17,17,17,17,17
78752,VIOL OF PROTECTIVE ORDER,29,29,29,29,29
78752,VIOL STATE LAW - OTHER,5,5,5,5,5
78752,VOCO - ALCOHOL  CONSUMPTION,15,15,15,15,15
78752,WARRANT ARREST NON TRAFFIC,17,17,17,17,17
78753,ABUSE OF 911,2,2,2,2,2
78753,AGG ASLT ENHANC STRANGL/SUFFOC,8,8,8,8,8
78753,AGG ASLT STRANGLE/SUFFOCATE,102,102,102,102,102
78753,AGG ASLT W/MOTOR VEH FAM/DAT V,6,6,6,6,6
78753,AGG ASSAULT,223,223,223,223,223
78753,AGG ASSAULT FAM/DATE VIOLENCE,101,101,101,101,101
78753,AGG ASSAULT WITH MOTOR VEH,14,14,14,14,14
78753,AGG KIDNAPPING,2,2,2,2,2
78753,AGG PROMOTION OF PROSTITUTION,5,5,5,5,5
78753,AGG ROBBERY BY ASSAULT,4,4,4,4,4
78753,AGG ROBBERY/DEADLY WEAPON,166,166,166,166,166
78753,ARSON,26,26,26,26,26
78753,ASSAULT BY CONTACT,175,175,175,175,175
78753,ASSAULT BY CONTACT FAM/DATING,146,146,146,146,146
78753,ASSAULT BY THREAT,209,209,209,209,209
78753,ASSAULT BY THREAT FAM/DATING,50,50,50,50,50
78753,ASSAULT OF A PREGNANT WOMAN,4,4,4,4,4
78753,ASSAULT OF PREGNANT WM-FAM/DAT,14,14,14,14,14
78753,ASSAULT ON PEACE OFFICER,8,8,8,8,8
78753,ASSAULT ON PUBLIC SERVANT,17,17,17,17,17
78753,ASSAULT W/INJURY-FAM/DATE VIOL,645,645,645,645,645
78753,ASSAULT WITH INJURY,414,414,414,414,414
78753,ATT ARSON,1,1,1,1,1
78753,ATT AUTO THEFT,2,2,2,2,2
78753,ATT BURGLARY OF RESIDENCE,2,2,2,2,2
78753,AUTO THEFT,790,790,790,790,790
78753,BOMB THREAT,2,2,2,2,2
78753,BREACH OF COMPUTER SECURITY,10,10,10,10,10
78753,BURG OF RES - FAM/DATING ASLT,15,15,15,15,15
78753,BURGLARY NON RESIDENCE,277,277,277,277,277
78753,BURGLARY OF COIN-OP MACHINE,11,11,11,11,11
78753,BURGLARY OF RESIDENCE,287,287,287,287,287
78753,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,120,120,120,120,120
78753,BURGLARY OF VEH-NO SUSPECT/FU,295,295,295,295,295
78753,BURGLARY OF VEHICLE,969,969,969,969,969
78753,CAPITAL MURDER,1,1,1,1,1
78753,CHILD CUSTODY INTERFERE,161,161,161,161,161
78753,CHILD ENDANGERMENT- ABANDONMEN,11,11,11,11,11
78753,CIVIL DISTURBANCE/DEMO,11,11,11,11,11
78753,CONTEMPT OF COURT,1,1,1,1,1
78753,COUNTERFEITING,10,10,10,10,10
78753,CRASH/FAIL STOP AND RENDER AID,134,134,134,134,134
78753,CRASH/INTOX MANSLAUGHTER,2,2,2,2,2
78753,CRASH/INTOXICATION ASSAULT,3,3,3,3,3
78753,CRASH/MANSLAUGHTER,1,1,1,1,1
78753,CRED CARD ABUSE - EXPIR-CANCEL,1,1,1,1,1
78753,CRED CARD ABUSE - OTHER,94,94,94,94,94
78753,CRED CARD ABUSE BY FORGERY,4,4,4,4,4
78753,CRIMES AGAINST ELDERLY,1,1,1,1,1
78753,CRIMINAL MISCHIEF,892,892,892,892,892
78753,CRIMINAL MISCHIEF BY ARSON,4,4,4,4,4
78753,CRIMINAL MISCHIEF-NO SUSPECT,54,54,54,54,54
78753,CRIMINAL SOLICITATION OF MINOR,1,1,1,1,1
78753,CRIMINAL TRESPASS,248,248,248,248,248
78753,CRIMINAL TRESPASS/HOTEL,9,9,9,9,9
78753,CRIMINAL TRESPASS/IN VEHICLE,5,5,5,5,5
78753,CRIMINAL TRESPASS/TRANSIENT,15,15,15,15,15
78753,CRUELTY TO ANIMALS,21,21,21,21,21
78753,CUSTODY ARREST TRAFFIC WARR,5,5,5,5,5
78753,DAMAGE CITY PROP,9,9,9,9,9
78753,DAMAGE CITY VEHICLE,11,11,11,11,11
78753,DATING DISTURBANCE,174,174,174,174,174
78753,DEADLY CONDUCT,65,65,65,65,65
78753,DEBIT CARD ABUSE,112,112,112,112,112
78753,DEL CONTROLLED SUB/NARCOTIC,13,13,13,13,13
78753,DEL CONTROLLED SUB/OTHER,2,2,2,2,2
78753,DEL MARIJUANA,1,1,1,1,1
78753,DISTURBANCE - OTHER,428,428,428,428,428
78753,DOC ABUSE OR THREAT,2,2,2,2,2
78753,DOC ABUSIVE LANGUAGE,2,2,2,2,2
78753,DOC DISCHARGE GUN - PUB PLACE,53,53,53,53,53
78753,DOC DISCHARGE GUN - PUB ROAD,11,11,11,11,11
78753,DOC DISPLAY GUN/DEADLY PUB PLC,32,32,32,32,32
78753,DOC EXPOSURE,11,11,11,11,11
78753,DOC FIGHTING,23,23,23,23,23
78753,DOC OFFENSIVE GESTURE,2,2,2,2,2
78753,DOC UNREASONABLE NOISE,3,3,3,3,3
78753,DOC WINDOW PEEPING-RESIDENCE,4,4,4,4,4
78753,DRIVING WHILE INTOX / FELONY,34,34,34,34,34
78753,DUI - AGE 16 AND UNDER,1,1,1,1,1
78753,DUI - AGE 17 TO 20,2,2,2,2,2
78753,DUMPING REFUSE NEAR HIGHWAY,2,2,2,2,2
78753,DWI,262,262,262,262,262
78753,DWI  .15 BAC OR ABOVE,59,59,59,59,59
78753,DWI - CHILD PASSENGER,5,5,5,5,5
78753,DWI - DRUG RECOGNITION EXPERT,5,5,5,5,5
78753,DWI 2ND,51,51,51,51,51
78753,EVADING / FOOT,37,37,37,37,37
78753,EVADING / VEHICLE PURSUIT,15,15,15,15,15
78753,EVADING VEHICLE,48,48,48,48,48
78753,EXPLOITATION OF CHILD/ELDERLY,1,1,1,1,1
78753,EXPLOSIVE ORDNANCE DISPOSAL,1,1,1,1,1
78753,FAILURE TO IDENTIFY,17,17,17,17,17
78753,FALSE ALARM OR REPORT,7,7,7,7,7
78753,FALSE ID AS A PEACE OFFICER,1,1,1,1,1
78753,FALSE REPORT TO PEACE OFFICER,4,4,4,4,4
78753,FALSE STATEMENT -OBTAIN CREDIT,4,4,4,4,4
78753,FAMILY DISTURBANCE,1720,1720,1720,1720,1720
78753,FAMILY DISTURBANCE/PARENTAL,122,122,122,122,122
78753,FELONY ENHANCEMENT/ASSLT W/INJ,52,52,52,52,52
78753,FORGERY - OTHER,18,18,18,18,18
78753,FORGERY AND PASSING,59,59,59,59,59
78753,FORGERY BY ALTERATION,1,1,1,1,1
78753,FORGERY BY MAKING,7,7,7,7,7
78753,FORGERY OF IDENTIFICATION,1,1,1,1,1
78753,FRAUD - OTHER,154,154,154,154,154
78753,FRAUD DESTRUCTION OF A WRITING,1,1,1,1,1
78753,FRAUD-CARD SKIMMER,1,1,1,1,1
78753,GRAFFITI,12,12,12,12,12
78753,HARASSMENT,358,358,358,358,358
78753,HARASSMENT OF A PUBLIC SERVANT,1,1,1,1,1
78753,HARASSMENT ONLINE,1,1,1,1,1
78753,HARBORING RUNAWAY CHILD,2,2,2,2,2
78753,HINDER SECURED CREDITORS,1,1,1,1,1
78753,IDENTITY THEFT,183,183,183,183,183
78753,IMPERSONATING PUBLIC SERVANT,2,2,2,2,2
78753,INDECENT ASSAULT,15,15,15,15,15
78753,INDECENT EXPOSURE,23,23,23,23,23
78753,INHALANT ABUSE,1,1,1,1,1
78753,INJ TO DISABLED  FAM/DATE VIOL,1,1,1,1,1
78753,INJ TO ELDERLY   FAM/DATE VIOL,8,8,8,8,8
78753,INJURY DISABLED INDIVIDUAL,8,8,8,8,8
78753,INJURY TO CHILD,20,20,20,20,20
78753,INJURY TO ELDERLY PERSON,6,6,6,6,6
78753,INTER EMERG PHONECALL FAM/DATE,4,4,4,4,4
78753,INTERFERENCE PUBLIC DUTIES,3,3,3,3,3
78753,INTERFERING W/EMERG PHONE CALL,3,3,3,3,3
78753,JUSTIFIED HOMICIDE,1,1,1,1,1
78753,KIDNAPPING FAM VIO,1,1,1,1,1
78753,LIQUOR LAW VIOLATION/OTHER,2,2,2,2,2
78753,LITTERING,1,1,1,1,1
78753,MAIL THEFT,176,176,176,176,176
78753,MISAPPLY FIDUCIARY PROP,1,1,1,1,1
78753,MISREP AGE BY MINOR,1,1,1,1,1
78753,MURDER,11,11,11,11,11
78753,NUISANCE ABATEMENT,2,2,2,2,2
78753,OBSCENITY,1,1,1,1,1
78753,ONLINE IMPERSONATION,17,17,17,17,17
78753,ONLINE SOLICITATION OF A MINOR,4,4,4,4,4
78753,PAROLE VIOL,2,2,2,2,2
78753,POSS CONTROLLED SUB/NARCOTIC,218,218,218,218,218
78753,POSS CONTROLLED SUB/OTHER,4,4,4,4,4
78753,POSS CONTROLLED SUB/SYN NARC,7,7,7,7,7
78753,POSS DANG DRUG,4,4,4,4,4
78753,POSS OF DRUG PARAPHERNALIA,75,75,75,75,75
78753,POSS OF FIREARM BY FELON,30,30,30,30,30
78753,POSS OF PROHIBITED WEAPON,4,4,4,4,4
78753,POSS SYNTHETIC MARIJUANA,5,5,5,5,5
78753,POSS/PROMO CHILD PORNOGRAPHY,3,3,3,3,3
78753,POSSESSION OF MARIJUANA,75,75,75,75,75
78753,PROBATION VIOL,1,1,1,1,1
78753,PROMOTION OF PROSTITUTION,2,2,2,2,2
78753,PROSTITUTION,28,28,28,28,28
78753,PROTECTIVE ORDER,25,25,25,25,25
78753,PROWLER,3,3,3,3,3
78753,PUBLIC INTOX-SOBERING CENTER,29,29,29,29,29
78753,PUBLIC INTOXICATION,82,82,82,82,82
78753,PURSE SNATCHING,3,3,3,3,3
78753,RECKLESS DAMAGE,19,19,19,19,19
78753,RENTAL CAR/FAIL TO RETURN,5,5,5,5,5
78753,REPEAT RUNAWAY,7,7,7,7,7
78753,RESISTING ARREST OR SEARCH,9,9,9,9,9
78753,ROBBERY BY ASSAULT,81,81,81,81,81
78753,ROBBERY BY THREAT,16,16,16,16,16
78753,RUNAWAY CHILD,238,238,238,238,238
78753,SEXTING/TRANSMIT SEXUAL PHOTOS,1,1,1,1,1
78753,SEXUAL COERCION,1,1,1,1,1
78753,STALKING,11,11,11,11,11
78753,SUSPICIOUS PERSON,85,85,85,85,85
78753,TAMPERING WITH EVIDENCE,4,4,4,4,4
78753,TAMPERING WITH GOV RECORD,1,1,1,1,1
78753,TERRORISTIC THREAT,108,108,108,108,108
78753,TERRORISTIC THREAT-FAM/DAT VIO,45,45,45,45,45
78753,TERRORISTIC THREAT-MASS CASLTY,2,2,2,2,2
78753,THEFT,1004,1004,1004,1004,1004
78753,THEFT BY CHECK,3,3,3,3,3
78753,THEFT BY EMBEZZLEMENT,5,5,5,5,5
78753,THEFT BY EXTORTION,2,2,2,2,2
78753,THEFT BY FALSE PRETEXT/BUNCO,4,4,4,4,4
78753,THEFT BY SHOPLIFTING,575,575,575,575,575
78753,THEFT CATALYTIC CONVERTER,144,144,144,144,144
78753,THEFT FROM AUTO,62,62,62,62,62
78753,THEFT FROM BUILDING,31,31,31,31,31
78753,THEFT FROM PERSON,58,58,58,58,58
78753,THEFT OF AUTO PARTS,34,34,34,34,34
78753,THEFT OF BICYCLE,50,50,50,50,50
78753,THEFT OF HEAVY EQUIPMENT,3,3,3,3,3
78753,THEFT OF LICENSE PLATE,147,147,147,147,147
78753,THEFT OF METAL,17,17,17,17,17
78753,THEFT OF SERVICE,133,133,133,133,133
78753,THEFT OF TRAILER,56,56,56,56,56
78753,THEFT- APPROPRIATE STOLEN PROP,2,2,2,2,2
78753,THEFT-NO SUSPECT/FOLLOWUP,16,16,16,16,16
78753,TRAFFICKING OF PERSONS,1,1,1,1,1
78753,UCW LICENSE PREMISE,1,1,1,1,1
78753,UNLAWFUL CARRYING WEAPON,54,54,54,54,54
78753,UNLAWFUL RESTRAINT,4,4,4,4,4
78753,UNLAWFUL RESTRAINT FAM/DAT VIO,7,7,7,7,7
78753,URINATING IN PUBLIC PLACE,2,2,2,2,2
78753,VIOL CITY ORDINANCE - DOG,1,1,1,1,1
78753,VIOL CITY ORDINANCE - OTHER,9,9,9,9,9
78753,VIOL CITY ORDINANCE - TITLE 10,1,1,1,1,1
78753,VIOL CITY ORDINANCE - WRECKER,17,17,17,17,17
78753,VIOL CITY ORDINANCE -FIREWORK,1,1,1,1,1
78753,VIOL OF BOND CONDITIONS,6,6,6,6,6
78753,VIOL OF EMERG PROTECTIVE ORDER,25,25,25,25,25
78753,VIOL OF PROTECTIVE ORDER,56,56,56,56,56
78753,VIOL STATE LAW - OTHER,8,8,8,8,8
78753,VIOL TEMP EX PARTE  ORDER,1,1,1,1,1
78753,WARRANT ARREST NON TRAFFIC,16,16,16,16,16
78754,ABUSE OF 911,1,1,1,1,1
78754,AGG ASLT ENHANC STRANGL/SUFFOC,5,5,5,5,5
78754,AGG ASLT STRANGLE/SUFFOCATE,24,24,24,24,24
78754,AGG ASSAULT,32,32,32,32,32
78754,AGG ASSAULT FAM/DATE VIOLENCE,24,24,24,24,24
78754,AGG PROMOTION OF PROSTITUTION,1,1,1,1,1
78754,AGG ROBBERY BY ASSAULT,1,1,1,1,1
78754,AGG ROBBERY/DEADLY WEAPON,29,29,29,29,29
78754,ARSON,4,4,4,4,4
78754,ASSAULT BY CONTACT,39,39,39,39,39
78754,ASSAULT BY CONTACT FAM/DATING,33,33,33,33,33
78754,ASSAULT BY THREAT,51,51,51,51,51
78754,ASSAULT BY THREAT FAM/DATING,11,11,11,11,11
78754,ASSAULT OF PREGNANT WM-FAM/DAT,4,4,4,4,4
78754,ASSAULT ON PEACE OFFICER,2,2,2,2,2
78754,ASSAULT W/INJURY-FAM/DATE VIOL,159,159,159,159,159
78754,ASSAULT WITH INJURY,78,78,78,78,78
78754,AUTO THEFT,153,153,153,153,153
78754,BREACH OF COMPUTER SECURITY,9,9,9,9,9
78754,BURG OF RES - FAM/DATING ASLT,2,2,2,2,2
78754,BURGLARY NON RESIDENCE,74,74,74,74,74
78754,BURGLARY OF COIN-OP MACHINE,2,2,2,2,2
78754,BURGLARY OF RESIDENCE,57,57,57,57,57
78754,BURGLARY OF SHED/DETACHED GARAGE/STORAGE UNIT,40,40,40,40,40
78754,BURGLARY OF VEH-NO SUSPECT/FU,51,51,51,51,51
78754,BURGLARY OF VEHICLE,220,220,220,220,220
78754,CAPITAL MURDER,1,1,1,1,1
78754,CHILD CUSTODY INTERFERE,43,43,43,43,43
78754,CHILD ENDANGERMENT- ABANDONMEN,3,3,3,3,3
78754,COUNTERFEITING,1,1,1,1,1
78754,CRASH/FAIL STOP AND RENDER AID,28,28,28,28,28
78754,CRED CARD ABUSE - OTHER,27,27,27,27,27
78754,CRED CARD ABUSE BY FORGERY,1,1,1,1,1
78754,CRIMINAL MISCHIEF,162,162,162,162,162
78754,CRIMINAL MISCHIEF-NO SUSPECT,8,8,8,8,8
78754,CRIMINAL TRESPASS,32,32,32,32,32
78754,CRIMINAL TRESPASS/IN VEHICLE,2,2,2,2,2
78754,CRIMINAL TRESPASS/TRANSIENT,1,1,1,1,1
78754,CRUELTY TO ANIMALS,5,5,5,5,5
78754,CUSTODY ARREST TRAFFIC WARR,2,2,2,2,2
78754,DAMAGE CITY PROP,4,4,4,4,4
78754,DAMAGE CITY VEHICLE,8,8,8,8,8
78754,DATING DISTURBANCE,28,28,28,28,28
78754,DEADLY CONDUCT,16,16,16,16,16
78754,DEADLY CONDUCT FAM/DATE VIOL,1,1,1,1,1
78754,DEBIT CARD ABUSE,19,19,19,19,19
78754,DEL CONTROLLED SUB/NARCOTIC,4,4,4,4,4
78754,DEL CONTROLLED SUB/OTHER,1,1,1,1,1
78754,DISTURBANCE - OTHER,88,88,88,88,88
78754,DOC ABUSIVE LANGUAGE,2,2,2,2,2
78754,DOC DISCHARGE GUN - PUB PLACE,10,10,10,10,10
78754,DOC DISCHARGE GUN - PUB ROAD,5,5,5,5,5
78754,DOC DISPLAY GUN/DEADLY PUB PLC,3,3,3,3,3
78754,DOC FIGHTING,3,3,3,3,3
78754,DOC OFFENSIVE GESTURE,1,1,1,1,1
78754,DOC UNREASONABLE NOISE,2,2,2,2,2
78754,DOC WINDOW PEEPING-RESIDENCE,1,1,1,1,1
78754,DRIVING WHILE INTOX / FELONY,4,4,4,4,4
78754,DUI - AGE 16 AND UNDER,1,1,1,1,1
78754,DWI,43,43,43,43,43
78754,DWI  .15 BAC OR ABOVE,8,8,8,8,8
78754,DWI - DRUG RECOGNITION EXPERT,1,1,1,1,1
78754,DWI 2ND,6,6,6,6,6
78754,ESCAPE FROM CUSTODY,1,1,1,1,1
78754,EVADING / FOOT,2,2,2,2,2
78754,EVADING / VEHICLE PURSUIT,2,2,2,2,2
78754,EVADING VEHICLE,3,3,3,3,3
78754,EXPLOITATION OF CHILD/ELDERLY,2,2,2,2,2
78754,EXPLOSIVE ORDNANCE DISPOSAL,2,2,2,2,2
78754,FAILURE TO IDENTIFY,1,1,1,1,1
78754,FALSE ALARM OR REPORT,1,1,1,1,1
78754,FALSE REPORT TO PEACE OFFICER,2,2,2,2,2
78754,FALSE STATEMENT -OBTAIN CREDIT,2,2,2,2,2
78754,FAMILY DISTURBANCE,423,423,423,423,423
78754,FAMILY DISTURBANCE/PARENTAL,40,40,40,40,40
78754,FELONY ENHANCEMENT/ASSLT W/INJ,9,9,9,9,9
78754,FORGERY - OTHER,3,3,3,3,3
78754,FORGERY AND PASSING,17,17,17,17,17
78754,FORGERY BY ALTERATION,1,1,1,1,1
78754,FORGERY BY MAKING,3,3,3,3,3
78754,FORGERY OF IDENTIFICATION,2,2,2,2,2
78754,FRAUD - OTHER,59,59,59,59,59
78754,GRAFFITI,2,2,2,2,2
78754,HARASSMENT,138,138,138,138,138
78754,HARASSMENT OF A PUBLIC SERVANT,4,4,4,4,4
78754,HARBORING RUNAWAY CHILD,1,1,1,1,1
78754,IDENTITY THEFT,105,105,105,105,105
78754,IDENTITY THEFT-TAX RETURNS,1,1,1,1,1
78754,IMPERSONATING PUBLIC SERVANT,3,3,3,3,3
78754,INDECENT ASSAULT,3,3,3,3,3
78754,INDECENT EXPOSURE,7,7,7,7,7
78754,INJURY DISABLED INDIVIDUAL,4,4,4,4,4
78754,INJURY TO CHILD,3,3,3,3,3
78754,INJURY TO ELDERLY PERSON,4,4,4,4,4
78754,INTER EMERG PHONECALL FAM/DATE,2,2,2,2,2
78754,INTERFERENCE PUBLIC DUTIES,1,1,1,1,1
78754,INTERFERING W/EMERG PHONE CALL,1,1,1,1,1
78754,JUSTIFIED HOMICIDE,1,1,1,1,1
78754,KIDNAPPING FAM VIO,1,1,1,1,1
78754,MAIL THEFT,65,65,65,65,65
78754,MISUSE OF OFFICIAL INFO,1,1,1,1,1
78754,MURDER,3,3,3,3,3
78754,OBTAIN CONTROLLED SUB BY FRAUD,1,1,1,1,1
78754,ONLINE IMPERSONATION,5,5,5,5,5
78754,ONLINE SOLICITATION OF A MINOR,3,3,3,3,3
78754,PAROLE VIOL,3,3,3,3,3
78754,POSS CONTROLLED SUB/NARCOTIC,28,28,28,28,28
78754,POSS CONTROLLED SUB/OTHER,2,2,2,2,2
78754,POSS CONTROLLED SUB/SYN NARC,2,2,2,2,2
78754,POSS OF DRUG PARAPHERNALIA,3,3,3,3,3
78754,POSS OF FIREARM BY FELON,6,6,6,6,6
78754,POSS OF PROHIBITED WEAPON,1,1,1,1,1
78754,POSS/PROMO CHILD PORNOGRAPHY,13,13,13,13,13
78754,POSSESSION OF MARIJUANA,12,12,12,12,12
78754,PROBATION VIOL,1,1,1,1,1
78754,PROSTITUTION,3,3,3,3,3
78754,PROTECTIVE ORDER,3,3,3,3,3
78754,PUBLIC INTOX-SOBERING CENTER,3,3,3,3,3
78754,PUBLIC INTOXICATION,8,8,8,8,8
78754,RECKLESS DAMAGE,1,1,1,1,1
78754,RENTAL CAR/FAIL TO RETURN,1,1,1,1,1
78754,REPEAT RUNAWAY,1,1,1,1,1
78754,RESISTING ARREST OR SEARCH,3,3,3,3,3
